_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes,Log GSF,Log EUI,Log Total Site Energy,Log GHG Emissions,Cluster_simple,Cluster_complex,PCA_simple_1,PCA_simple_2,PCA_complex_1,PCA_complex_2,Cluster_2,Cluster_8
2,100002,304794000.0,10 temple place lp,2-24 temple pl,boston,2111.0,24  2 temple pl,boston,2111.0,135344.0,,Multifamily Housing,"Personal Services (Health/Beauty, Dry Cleaning, etc) (1129.0),Restaurant (1552.0),Multifamily Housing (127684.0),Medical Office (2145.0),Supermarket/Grocery Store (2834.0)",55.6,,7523053.3,4848580.8,257508.126,783843.1,160797.574,,,,,,,,,,,,,,,,,,,,,,39.02,in compliance,418305.7,2025.0,No,No,No,No,No,No,,,11.815574964543796,4.018183201256536,15.833482637456779,12.94396778392124,1,1,2.1122198059813053,-0.35643461471976745,2.1122198059813053,-0.35643461471976745,1,1
9,100013,1001625010.0,101 huntington owner (de)  llc,101 s huntington ave,boston,2199.0,105 s huntington av,boston,2199.0,204050.0,68250.0,Multifamily Housing,"Multifamily Housing (202450.0),Electric Vehicle Charging Station (0.0),Swimming Pool (0.0),Parking (68250.0),Other (1600.0)",33.2,100.0,6766543.1,4094421.7,217454.736,783154.0,160656.212,,,,,,,,,,,,,,,,,,,,,,16.64,pending revisions,378110.948,2025.0,No,No,No,No,No,No,,,12.226120340833951,3.502549875922443,15.727500894093426,12.842942944762658,1,2,2.031463944282848,-1.609999998457158,2.031463944282848,-1.609999998457158,1,2
16,100025,2100753000.0,1139 commonwealth llc mass llc,1139 commonwealth ave,boston,2134.0,1139 commonwealth av,boston,2134.0,23830.0,,Multifamily Housing,Multifamily Housing (23830.0),73.7,95.0,1756201.8,1567092.5,83228.283,55424.7,11369.823,,,,,,,,,,,,,,,,,,,,,,31.19,in compliance,94598.106,2030.0,No,No,No,No,No,No,,,10.078700570092789,4.300002799195291,14.37866396684772,11.457392733697894,0,0,-1.0776162157574498,0.9915351982622796,-1.0776162157574498,0.9915351982622796,0,0
22,100031,1101208030.0,125 amory leasehold condominium association,125 amory st,boston,2119.0,125 amory st,boston,2119.0,113806.0,,Multifamily Housing,Multifamily Housing (113806.0),96.7,6.0,11002146.5,3211730.0,170574.98,2283240.0,468383.854,,,,,,,,,,,,,,,,,,,,,,58.1,in compliance,638958.834,2025.0,No,No,No,No,No,No,,,11.642250523361831,4.571613402459248,16.213600948089656,13.36759530874924,1,1,2.800860096201872,0.8746588317467493,2.800860096201872,0.8746588317467493,1,1
25,100037,602642000.0,133 seaport residential condominium trust,131-153 seaport blvd,boston,2210.0,131  149 seaport bl,boston,2210.0,296552.0,,Multifamily Housing,"Multifamily Housing (253114.0),Retail Store (43438.0)",51.6,,15314168.2,8309593.0,441322.484,2052924.0,421136.829,,,,,,,,,,,,,,,,,,,,,,,in compliance,862459.313,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,12.599977861469387,3.9435216724875173,16.54428898400876,13.667543253441622,1,2,3.6508103120150346,-0.8556139561750504,3.6508103120150346,-0.8556139561750504,1,2
26,100038,602642100.0,133 seaport residential condominium trust,133 seaport bl,boston,2210.0,133 seaport bl,boston,2210.0,384094.0,,Multifamily Housing,"Multifamily Housing (340656.0),Retail Store (43438.0)",40.6,,15602252.2,7414254.9,393771.078,2399765.0,492287.792,,,,,,,,,,,,,,,,,,,,,,,in compliance,886058.87,2025.0,No,No,No,No,No,No,,,12.858642593279939,3.703768066607687,16.562925833594033,13.694538672075126,1,2,3.761825164826538,-1.4678452416145278,3.761825164826538,-1.4678452416145278,1,2
27,100039,502721000.0,133-135 marlborough street,133 marlborough st,boston,2116.0,133  135 marlborough st,boston,2116.0,22214.0,,Multifamily Housing,Multifamily Housing (22214.0),66.8,86.0,1484599.0,1219200.0,64751.712,77784.0,15956.61,,,,,,,,,,,,,,,,,,,,,,10.43,in compliance,80708.322,2030.0,I`m not sure,No,No,No,I`m not sure,I`m not sure,,,10.008477999727065,4.2017030805426,14.210655260083247,11.298596971617842,0,0,-1.401374297793557,0.8184852992150055,-1.401374297793557,0.8184852992150055,0,0
32,100044,600030000.0,,14  16 w broadway,boston,2127.0,14  16 w broadway,boston,2127.0,68784.0,14110.0,Multifamily Housing,"Multifamily Housing (68784.0),Parking (14110.0)",90.7,9.0,6237054.9,3328737.9,176789.27,852378.9,174857.008,,,,,,,,,,,,,,,,,,,,,,26.25,in compliance,351646.278,2025.0,No,No,No,No,No,No,,,11.138726438736063,4.507557357121091,15.646018657778322,12.770381057292264,1,5,1.5911670516072833,0.9606589695192541,1.5911670516072833,0.9606589695192541,1,5
33,100045,1000003000.0,1457 tremont street llc,1455-1459 tremont st #,boston,2120.0,1457 tremont st,boston,2120.0,38208.0,763.0,Multifamily Housing,"Multifamily Housing (36454.0),Bank Branch (1754.0),Parking (763.0)",28.1,100.0,1074258.4,491100.0,26082.321,170914.0,35061.298,,,,,,,,,,,,,,,,,,,,,,21.35,in compliance,61143.619,2025.0,No,No,No,No,No,No,,,10.550800196752274,3.3357695763397,13.88714112101556,11.020980785711366,0,3,-1.8197907126846224,-1.2192611107392473,-1.8197907126846224,-1.2192611107392473,0,3
34,100046,1000517000.0,1480 tremont realty trust,1486 tremont st,boston,2120.0,1486 tremont st,boston,2120.0,75370.0,0.0,Multifamily Housing,"Multifamily Housing (75370.0),Parking (23121.0)",51.0,92.0,3845621.8,2170957.6,115299.558,490816.0,100685.994,,,,,,,,,,,,,,,,,,,,,,30.2,in compliance,215985.552,2025.0,No,No,No,No,No,No,,,11.230164596837515,3.9318256327243257,15.16244586436213,12.282966795540252,1,4,0.7172675960752621,-0.2780845585681116,0.7172675960752621,-0.2780845585681116,1,4
41,100056,600268000.0,160 west broadway,135 athens st,boston,2127.0,160 w broadway st,boston,2127.0,24358.0,5560.0,Multifamily Housing,"Multifamily Housing (24358.0),Parking (5560.0)",20.8,,507474.3,288400.0,15316.924,64207.0,13171.424,,,,,,,,,,,,,,,,,,,,,,24.24,in compliance,28488.348,2030.0,No,No,No,No,No,No,,,10.100615616647056,3.0349529867072724,13.137201348221723,10.25725044055276,0,3,-3.3416284616833396,-1.6483046638868852,-3.3416284616833396,-1.6483046638868852,0,3
43,100060,600291000.0,170 west broadway,170 w broadway,boston,2127.0,170 w broadway,boston,2127.0,67100.0,13075.0,Multifamily Housing,"Multifamily Housing (67100.0),Parking (13075.0)",55.3,59.0,3711004.8,2243500.2,119152.296,430101.0,88230.919,,,,,,,,,,,,,,,,,,,,,,22.21,in compliance,207383.215,2030.0,No,No,No,No,No,No,,,11.113939322959773,4.012772908528289,15.126813233493797,12.24232364093356,0,5,0.6161745487120294,-0.05889348305868953,0.6161745487120294,-0.05889348305868953,0,5
48,100066,801106020.0,1850  condominium  trust,90 wareham st,boston,2118.0,90 wareham st,boston,2118.0,70831.0,,Multifamily Housing,Multifamily Housing (70831.0),63.6,9.0,4502151.3,234200.0,12438.362,1250865.0,256602.446,,,,,,,,,,,,,,,,,,,,,,29.32,in compliance,269040.808,2025.0,No,No,No,No,No,No,,,11.168052036959455,4.152613470346076,15.320065907169754,12.50261834968053,1,5,1.0379483623688255,0.21280381238025997,1.0379483623688255,0.21280381238025997,1,5
51,100071,2102480000.0,1955 comm ave llc,1955 commonwealth ave,boston,2135.0,1955 commonwealth av,boston,2135.0,48132.0,,Multifamily Housing,Multifamily Housing (48132.0),64.2,76.0,3090381.9,2085967.2,110785.718,124701.0,25581.163,,,,,,,,578934.9,42551.715,,,,,,,,,,,,,43.14,in compliance,178918.596,2025.0,No,No,No,No,No,No,,,10.781702515558052,4.162003210695915,14.943805233470048,12.094686210433501,0,5,0.21269427131965135,0.40014779383243765,0.21269427131965135,0.40014779383243765,0,5
56,100083,302807000.0,21 beacon condominium trust,21-23 beacon st,boston,2108.0,19  23 beacon st,boston,2108.0,131932.0,,Multifamily Housing,"Multifamily Housing (114886.0),Office (9422.0),Other - Restaurant/Bar (5742.0),Convenience Store without Gas Station (1882.0)",94.6,51.0,12486674.4,9570100.2,508268.022,854799.0,175353.467,,,,,,,,,,,,,,,,,,,,,,41.41,in compliance,683621.489,2025.0,No,No,No,No,No,No,,,11.790041917317227,4.549657476057832,16.3401725856392,13.435159664779238,1,1,3.0321680351470848,0.760139203889977,3.0321680351470848,0.760139203889977,1,1
57,100084,1704098000.0,2165 dot ave llc,2165 dorchester ave,boston,2124.0,2165 dorchester av,boston,2124.0,31200.0,,Multifamily Housing,Multifamily Housing (31200.0),55.5,91.0,1730231.4,,,107193.0,21989.572,,,,,,,,,,1364488.9,101258.721,,,,,,,,,,,42.58,in compliance,123248.293,2025.0,Yes,No,No,No,Yes,Yes,,,10.348173373797573,4.0163830207523885,14.363765714754695,11.721956241910446,0,6,-0.8280483994349276,0.30139651720104915,-0.8280483994349276,0.30139651720104915,0,6
58,100086,1100896020.0,225 centre street condominium trust,225 centre st,boston,2119.0,225 centre st,boston,2119.0,128924.0,19431.0,Multifamily Housing,"Multifamily Housing (112619.0),Parking (19431.0),Retail Store (16305.0)",57.7,87.0,7435635.2,4989987.4,265018.231,716778.4,147039.921,,,,,,,,,,,,,,,,,,,,,,32.29,in compliance,412058.152,2025.0,No,No,No,No,No,No,,,11.766978362441531,4.055257173514054,15.821794567986384,12.928919764002623,1,1,2.074982489202436,-0.25815406374327815,2.074982489202436,-0.25815406374327815,1,1
60,100088,1502982000.0,233 hancock llc,233 hancock st,boston,2125.0,233 hancock st,boston,2125.0,36160.0,,Multifamily Housing,Multifamily Housing (36160.0),39.0,54.0,1412015.3,,,413838.0,84894.727,,,,,,,,,,,,,,,,,,,,,,21.54,in compliance,84894.727,2025.0,Yes,No,No,No,Yes,Yes,,,10.495708814506113,3.6635616461296463,14.16052853267067,11.349167262007855,0,6,-1.2887463853249956,-0.5089489860058636,-1.2887463853249956,-0.5089489860058636,0,6
61,100090,401400000.0,24 haviland llc mass llc,24 haviland st,boston,2115.0,24 haviland st,boston,2115.0,25030.0,,Multifamily Housing,Multifamily Housing (25030.0),65.4,84.0,1637378.1,1275300.0,67731.183,106119.0,21769.252,,,,,,,,,,,,,,,,,,,,,,36.28,in compliance,89500.435,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,10.12783038442582,4.180522258463153,14.308606800972454,11.401998764586331,0,0,-1.183455723788683,0.7222678450346314,-1.183455723788683,0.7222678450346314,0,0
62,100091,2201898000.0,24-26 hichborn street llc,26 hichborn st,boston,2135.0,26  24 hichborn st,boston,2135.0,31532.0,8500.0,Multifamily Housing,"Multifamily Housing (31532.0),Parking (8500.0)",32.3,100.0,1018372.3,316500.0,16809.315,205707.0,42198.734,,,,,,,,,,,,,,,,,,,,,,38.7,in compliance,59008.049,2030.0,No,No,No,No,No,No,,,10.358758182179798,3.475067230228611,13.833716126326747,10.9854291373118,0,3,-1.957638190647424,-0.8437973899106734,-1.957638190647424,-0.8437973899106734,0,3
76,100108,2102565020.0,2life kurlat llc,28 wallingford rd,boston,2135.0,28 wallingford rd,boston,2135.0,187656.0,,Multifamily Housing,Multifamily Housing (187656.0),84.6,22.0,15880049.4,10544325.1,560009.106,1563811.0,320800.189,,,,,,,,,,,,,,,,,,,,,,54.04,in compliance,880809.295,2025.0,No,No,No,No,No,No,,,12.14236577847246,4.437934266612178,16.580574124609658,13.688596417241374,1,2,3.5827610304276836,0.3735642398936029,3.5827610304276836,0.3735642398936029,1,2
77,100109,2102565010.0,2life leventhal limited partnership,40 wallingford rd,boston,2135.0,40 wallingford rd,boston,2135.0,158387.0,,Multifamily Housing,Multifamily Housing (158387.0),80.2,25.0,12696464.0,7613382.0,404346.718,1489766.0,305610.597,,,,,,,,,,,,,,,,,,,,,,41.14,in compliance,709957.315,2025.0,No,No,No,No,No,No,,,11.972796684287408,4.384523514872469,16.356834087464478,13.472960127491925,1,1,3.128480670902918,0.33735295132771215,3.128480670902918,0.33735295132771215,1,1
78,100110,2102565015.0,2life unin limited partnership,30 wallingford rd,boston,2135.0,30 wallingford rd,boston,2135.0,140990.0,,Multifamily Housing,Multifamily Housing (140990.0),76.7,84.0,10817766.5,8539203.8,453517.114,667808.5,136994.236,,,,,,,,,,,,,,,,,,,,,,38.47,in compliance,590511.35,2025.0,No,No,No,No,No,No,,,11.856444244859407,4.33990170837321,16.196700386784187,13.288744135433987,1,1,2.7823809076501127,0.2941231374679614,2.7823809076501127,0.2941231374679614,1,1
86,100118,602761100.0,,319 a st,boston,2210.0,319 a st,boston,2210.0,22833.0,,Multifamily Housing,"Restaurant (1500.0),Multifamily Housing (21333.0)",52.4,66.0,1197211.2,6713.3,356.543,348915.0,71576.423,,,,,,,,,,,,,,,,,,,,,,28.07,in compliance,71932.966,2025.0,No,No,No,No,No,No,,,10.0359621369355,3.9589065913269965,13.995505410078966,11.183489936544856,0,6,-1.7195697531996856,0.30776631585918357,-1.7195697531996856,0.30776631585918357,0,6
87,100119,1102013000.0,,3193-3201 washington st,boston,2130.0,3193  3201 washington st,boston,2130.0,45710.0,4595.0,Multifamily Housing,"Multifamily Housing (45710.0),Parking (4595.0)",37.6,98.0,1719918.5,815800.0,43327.138,264982.0,54358.407,,,,,,,,,,,,,,,,,,,,,,27.92,in compliance,97685.545,2025.0,No,No,No,No,No,No,,,10.73007237132579,3.6270040503958487,14.357787463946062,11.489508874167669,0,6,-0.9009501102657315,-0.6919694872491999,-0.9009501102657315,-0.6919694872491999,0,6
88,100120,202160000.0,32 cambridge street llc,34 cambridge st,boston,2129.0,572 rutherford av,boston,2129.0,141620.0,0.0,Multifamily Housing,"Multifamily Housing (141620.0),Parking (34800.0)",39.2,73.0,5552299.9,1359300.0,72192.423,1228898.0,252096.136,,,,,,,,,,,,,,,,,,,,,,28.15,in compliance,324288.559,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,11.860902693205764,3.6686767467964168,15.52972279628054,12.689389012610492,1,4,1.5975896753842431,-1.1004969791684693,1.5975896753842431,-1.1004969791684693,1,4
91,100123,1102371010.0,,3190  3204 washington st,boston,2130.0,3190  3204 washington st,boston,2130.0,107000.0,12700.0,Multifamily Housing,"Restaurant (2588.0),Multifamily Housing (103352.0),Office (1060.0),Parking (12700.0)",24.9,96.0,2667054.7,,,781669.0,160351.579,,,,,,,,,,,,,,,,,,,,,,17.62,pending revisions,160351.579,2025.0,No,No,No,No,No,No,,,11.580584113444043,3.214867803470662,14.796485312890084,11.985124052282048,0,4,0.18407877822613586,-1.9198154193297128,0.18407877822613586,-1.9198154193297128,0,4
93,100125,1102589000.0,,3385-3389 washington st,boston,2130.0,3383 - 3389r washington st,boston,2130.0,27633.0,,Multifamily Housing,Multifamily Housing (27633.0),24.9,100.0,688865.9,373000.0,19810.03,92575.0,18990.836,,,,,,,,,,,,,,,,,,,,,,27.56,in compliance,38800.866,2030.0,No,No,No,No,No,No,,,10.226765989656345,3.214867803470662,13.442801901154535,10.566197844949915,0,3,-2.7386947374869117,-1.3291022508692052,-2.7386947374869117,-1.3291022508692052,0,3
105,100146,602642060.0,,399 congress st,boston,2210.0,399 congress st,boston,2210.0,481242.0,104003.0,Multifamily Housing,"Multifamily Housing (481242.0),Parking (104003.0)",42.2,83.0,20315852.9,7249376.7,385014.397,3829565.0,785596.964,,,,,,,,,,,,,,,,,,,,,,20.53,in compliance,1170611.361,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,13.084125541069337,3.742420221041966,16.826912070278517,13.973036701071505,1,2,4.322686049206645,-1.4855490108441598,4.322686049206645,-1.4855490108441598,1,2
113,100155,401737000.0,409 huntington llc,409 huntington ave,boston,2115.0,409 huntington av,boston,2115.0,39275.0,,Multifamily Housing,Multifamily Housing (39275.0),102.6,13.0,4028818.6,560933.9,29791.199,204337.0,41917.692,,,,,,,,2770687.0,203645.495,,,,,,,,,,,,,57.65,in compliance,275354.386,2025.0,No,No,No,No,No,No,,,10.578343463123822,4.630837932736669,15.208983739580841,12.525814223381634,0,5,0.7696227188802355,1.4765390613876286,0.7696227188802355,1.4765390613876286,0,5
119,100166,302347000.0,,44 prince st,boston,2113.0,44 prince st,boston,2113.0,56038.0,20000.0,Multifamily Housing,"Multifamily Housing (56038.0),Parking (20000.0)",62.7,75.0,3514728.7,2047848.5,108761.234,429918.0,88193.379,,,,,,,,,,,,,,,,,,,,,,23.65,in compliance,196954.613,2025.0,No,No,No,No,No,No,,,10.933785311020364,4.138361447638875,15.072472896748813,12.19072859031313,0,5,0.46847743643652,0.28192906250280875,0.46847743643652,0.28192906250280875,0,5
121,100168,304705000.0,45 province condominum,45 province st,boston,2108.0,27  47 province st,boston,2108.0,206590.0,69029.0,Multifamily Housing,"Restaurant (3997.0),Pre-school/Daycare (6886.0),Multifamily Housing (195707.0),Swimming Pool (0.0),Parking (69029.0)",80.7,26.0,16676070.2,9352406.5,496706.309,2146443.0,440321.317,,,,,,,,,,,,,,,,,,,,,,30.06,in compliance,937027.626,2025.0,No,No,No,No,No,No,,,12.238491431785674,4.390738575275903,16.629485327616564,13.750468044243775,1,2,3.7089278485205543,0.23394085094987432,3.7089278485205543,0.23394085094987432,1,2
125,100172,801108000.0,,46-76 wareham st,boston,2118.0,46 wareham st,boston,2118.0,56112.0,13540.0,Multifamily Housing,"Multifamily Housing (56112.0),Parking (13540.0)",49.1,,2757075.8,1196427.0,63542.238,457400.0,93831.036,,,,,,,,,,,,,,,,,,,,,,11.52,in compliance,157373.274,2030.0,No,No,No,No,No,No,,,10.935104972379959,3.893859034800475,14.829681183280512,11.966375803852033,0,4,0.03242218215860742,-0.22629113494444714,0.03242218215860742,-0.22629113494444714,0,4
127,100174,503899000.0,,475 commonwealth ave,boston,2215.0,475 commonwealth av,boston,2215.0,45976.0,,Multifamily Housing,"Multifamily Housing (38650.0),Office (7326.0)",36.9,95.0,1695530.4,840909.7,44660.714,250475.0,51382.442,,,,,,,,,,,,,,,,,,,,,,22.67,in compliance,96043.156,2025.0,No,No,No,No,No,No,,,10.735874800187577,3.6082115510464816,14.343506170201307,11.472552911103056,0,6,-0.9272574899119324,-0.7340123979872178,-0.9272574899119324,-0.7340123979872178,0,6
130,100177,700176000.0,,486-490 dorchester ave,boston,2127.0,488 dorchester av,boston,2127.0,39653.0,7896.0,Multifamily Housing,"Multifamily Housing (37542.0),Parking (7896.0),Retail Store (2111.0)",35.7,,1414996.0,662800.0,35201.308,220456.0,45224.344,,,,,,,,,,,,,,,,,,,,,,23.65,in compliance,80425.652,2030.0,Yes,No,No,No,Yes,Yes,,,10.587921886243642,3.5751506887855933,14.162637262200356,11.29508845900629,0,6,-1.3000442901612868,-0.7375451931668701,-1.3000442901612868,-0.7375451931668701,0,6
131,100178,1000036000.0,49 worthington street boston llc,49 worthington st,boston,2120.0,49 worthington st,boston,2120.0,26125.0,,Multifamily Housing,Multifamily Housing (26125.0),79.2,94.0,2067901.8,1748221.3,92848.033,93693.0,19220.182,,,,,,,,,,,,,,,,,,,,,,53.22,in compliance,112068.215,2025.0,No,No,No,No,No,No,,,10.170647989267112,4.37197629882038,14.542045027989754,11.626863027373945,0,0,-0.7453649349160356,1.1012617028786102,-0.7453649349160356,1.1012617028786102,0,0
134,100181,401567000.0,50 symphony  llc,50 symphony rd,boston,2115.0,50  44 symphony rd,boston,2115.0,24500.0,4500.0,Multifamily Housing,"Multifamily Housing (24500.0),Parking (4500.0)",38.6,94.0,945453.5,458827.2,24368.313,142622.0,29257.477,,,,,,,,,,,,,,,,,,,,,,19.08,in compliance,53625.79,2030.0,No,No,No,No,No,No,,,10.106428396532818,3.653252276470785,13.759419985543389,10.889785388056536,0,3,-2.1793165022714023,-0.36344501064792195,-2.1793165022714023,-0.36344501064792195,0,3
137,100185,2003386000.0,,5165 washington st,boston,2132.0,5169 washington st,boston,2132.0,39225.0,12000.0,Multifamily Housing,"Multifamily Housing (39225.0),Parking (12000.0)",20.6,,807388.6,230381.7,12235.572,169111.0,34691.431,,,,,,,,,,,,,,,,,,,,,,0.28,pending revisions,46927.003,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,10.577069577601234,3.0252910757955354,13.601560367905707,10.75634854567958,0,3,-2.3257852368959067,-1.875877403168475,-2.3257852368959067,-1.875877403168475,0,3
140,100188,601509010.0,5514 d street 320 boston llc,320 d st,boston,2127.0,320 d st,boston,2127.0,259607.0,0.0,Multifamily Housing,"Multifamily Housing (259607.0),Parking (89250.0)",37.2,96.0,9658489.4,5415500.1,287617.21,1243549.0,255101.642,,,,,,,,,,,,,,,,,,,,,,21.84,in compliance,542718.852,2025.0,No,No,No,No,No,No,,,12.466924228009397,3.616308761279101,16.08334781714898,13.204346696872157,1,2,2.759532963810287,-1.4784863599918572,2.759532963810287,-1.4784863599918572,1,2
141,100189,601520004.0,5515 d street 339 boston llc,339 d st,boston,2127.0,339 d st,boston,2127.0,41760.0,8400.0,Multifamily Housing,"Multifamily Housing (41760.0),Parking (8400.0)",24.7,100.0,1033125.4,519500.0,27590.645,150535.0,30880.75,,,,,,,,,,,,,,,,,,,,,,35.57,in compliance,58471.395,2030.0,No,No,No,No,No,No,,,10.639694222556521,3.2068032436339315,13.848099134732184,10.976292939274026,0,3,-1.8724706764558205,-1.5270056873919962,-1.8724706764558205,-1.5270056873919962,0,3
142,100190,2202338000.0,"5521 - 4, 8, 12 elko street",4-12 elko st,boston,2135.0,4  12 elko st,boston,2135.0,36294.0,,Multifamily Housing,Multifamily Housing (36294.0),61.5,92.0,2230517.5,2127466.5,112989.746,30202.5,6195.741,,,,,,,,,,,,,,,,,,,,,,30.32,in compliance,119185.487,2025.0,No,No,No,No,No,No,,,10.49940771733497,4.119037174812473,14.617744179294169,11.68843627284514,0,0,-0.5260555449820371,0.42928539066858323,-0.5260555449820371,0.42928539066858323,0,0
143,100192,701483000.0,5528-1410 columbia road  boston llc,1410 columbia rd,boston,2127.0,423  435 e eighth st,boston,2127.0,147560.0,,Multifamily Housing,Multifamily Housing (147560.0),65.1,62.0,9599329.3,5560482.2,295317.21,1183718.0,242827.911,,,,,,,,,,,,,,,,,,,,,,20.95,in compliance,538145.121,2025.0,No,No,No,No,No,No,,,11.901990151710612,4.175924549214524,16.07720378941409,13.195883544405875,1,1,2.593263937661494,-0.06559078046107332,2.593263937661494,-0.06559078046107332,1,1
144,100193,501221000.0,5538-12-14 commonwealth avenue boston ma llc,12-14 commonwealth ave,boston,2116.0,12  14 commonwealth av,boston,2116.0,38080.0,,Multifamily Housing,Multifamily Housing (38080.0),38.7,91.0,1474394.1,244006.4,12959.18,360606.0,73974.715,,,,,,,,,,,,,,,,,,,,,,9.02,in compliance,86933.895,2025.0,No,No,No,No,No,No,,,10.5474444889053,3.655839600035736,14.203757683701964,11.372903281235224,0,6,-1.208508455883255,-0.5491925120849884,-1.208508455883255,-0.5491925120849884,0,6
161,100211,501413000.0,66 beacon street holdings  llc,65-66h beacon st,boston,2108.0,65 66h beacon st,boston,2108.0,28800.0,,Multifamily Housing,"Multifamily Housing (21637.0),Retail Store (7163.0)",95.4,,2748584.8,2011500.1,106830.77,216027.1,44315.799,,,,,,,,,,,,,,,,,,,,,,27.49,in compliance,151146.569,2030.0,No,No,No,No,No,No,,,10.268130666124037,4.558078578454241,14.826596718999552,11.926005300644645,0,0,-0.18158769948664888,1.446917091995448,-0.18158769948664888,1.446917091995448,0,0
169,100220,402600000.0,715-725 tremont street condominium trust,725-743 tremont st,boston,2118.0,725 tremont st,boston,2118.0,133677.0,,Multifamily Housing,Multifamily Housing (133677.0),46.8,90.0,6253312.0,4825212.5,256267.036,418552.0,85861.757,,,,,,,,,,,,,,,,,,,,,,28.56,in compliance,342128.793,2025.0,Yes,No,No,No,Yes,Yes,,,11.803181721365751,3.845883202923601,15.648621801354565,12.742942532872682,1,1,1.7547457784159102,-0.7107465156114872,1.7547457784159102,-0.7107465156114872,1,1
171,100223,402660000.0,715-725 tremont street condominium trust,705-723 tremont st,boston,2118.0,715 tremont st,boston,2118.0,133677.0,,Multifamily Housing,Multifamily Housing (133677.0),44.1,90.0,5888658.4,4349529.1,231003.491,451093.0,92537.218,,,,,,,,,,,,,,,,,,,,,,28.04,in compliance,323540.709,2025.0,Yes,No,No,No,Yes,Yes,,,11.803181721365751,3.7864597824528,15.58853875379156,12.687080224264111,1,1,1.6468004491473844,-0.834254222846376,1.6468004491473844,-0.834254222846376,1,1
172,100224,603516010.0,726-734 e broadway realty llc,728-734a e broadway,boston,2127.0,726  728 e broadway,boston,2127.0,42924.0,1400.0,Multifamily Housing,"Restaurant (8000.0),Multifamily Housing (30524.0),Office (4400.0),Parking (1400.0)",86.3,,3703506.2,3095160.3,164383.964,178296.0,36575.641,,,,,,,,,,,,,,,,,,,,,,22.46,in compliance,200959.605,2030.0,No,No,No,No,No,No,,,10.667186389047018,4.457829598089382,15.124790550526155,12.210859196694752,0,5,0.4696941663424611,1.0618491519019042,0.4696941663424611,1.0618491519019042,0,5
174,100227,1101200015.0,75 amory avenue apartments llc,75 amory av,boston,2119.0,75 amory av,boston,2119.0,46387.0,,Multifamily Housing,Multifamily Housing (46387.0),36.3,88.0,1685070.5,662552.1,35188.142,299683.0,61476.971,,,,,,,,,,,,,,,,,,,,,,35.93,in compliance,96665.113,2025.0,No,No,No,No,No,No,,,10.74477452654493,3.591817741270805,14.337317960655952,11.479007840751592,0,6,-0.9276100832192044,-0.7710009000650819,-0.9276100832192044,-0.7710009000650819,0,6
179,100233,801401300.0,761 harrison church llc,761 harrison av,boston,2118.0,761 harrison av,boston,2118.0,54426.0,1725.0,Multifamily Housing,"Multifamily Housing (54426.0),Parking (1725.0)",77.1,17.0,4193924.9,1035936.1,55018.566,925553.6,189868.066,,,,,,,,,,,,,,,,,,,,,,51.44,pending revisions,244886.632,2025.0,No,No,No,No,No,No,,,10.904597259843,4.345103280569283,15.249147583750537,12.408550655905294,1,5,0.8181109785020098,0.7277308906565912,0.8181109785020098,0.7277308906565912,1,5
